"IdeaID","meaning","meaningAsm"
"9661","A species of leaf-eating (or “folivorous”) monkeys. The langur has a dark gray to black/brown coat. They have a slender, lithe physique and a naked face. The eyes are ringed with white circles that give an eyeglass appearance. They have 
noticeable bristly hairs at the eyebrows.","চকুৰ চাৰিওফালে বগা নোমেৰে আৱৰি চছমা যেন দেখা পোৱা এবিধ বান্দৰ৷"
"9662","The Capped Langur (Presbytis pileatus) is a large, colorful monkey. It is found in Bangladesh, China, India, and Myanmar.It has a black face and pale redcheeks. The color of the dorsal is blackish-gray. The open end of the tail isblack. The Langur lives in dry tropical forests. The animal is quite shy. It takes flight through the trees or sits totally still when approached.","ভাৰত, চীন, বাংলাদেশ, ম্যানমাৰ আদি দেশত পোৱা এবিধ বান্দৰ৷"
"9663","The bowl shaped opening of the volcano through which hot magma comes out in the form of lava.","জ্বালামুখী পৰ্ব্বতৰ পৰা জুই ওলোৱা বিন্ধা বা মুখ ৷"
"9664","The presiding officer of a legislative assembly.","সংসদৰ লোকসভা, ৰাজ্যসভা আদিৰ যুক্তি-তৰ্ক পৰিচালনা কৰা ব্যক্তি৷"
"9665","Carrom is a family of tabletop games.The game is played on a board of lacquered plywood, normally with a 29 inch (74 cm) square playing surface. Carrom can be played in twos (singles), where players sit on opposite ends of the Carrom board facing each other, or in fours (doubles), where team members sit opposite each other. There are nine white coins coins (or \'carrommen\'), nine black carrommen, one red coin (called the Queen), and a larger, plastic disc (called the Striker).","চাৰিওটা চুকত নেটৰ সৈতে ফুটা থকা কাঠৰ ফলকৰ ওপৰত চেপেটা ঘূৰণীয়া নটা বগা, নটা ক’লা আৰু এটা ৰঙা গুটি ষ্টাইকাৰেৰে মাৰি খেলা এবিধ খেল৷ ইয়াক দুজন বা চাৰিজন ব্যক্তিয়ে খেলিব পাৰে৷"
"9666","Basketball is a team sport in which two teams of five active players each try to score points against one another by placing a ball through a 10 feet (3.048 m) high hoop (the goal) under organized rules.","পাঁচজন সদস্যৰ দুটা দলৰ মাজত খেলা এবিধ খেল৷ ইয়াত দহ ফুট ওখত থকা জালৰ এটা বাকচত বল ভৰাই পইণ্ট লাভ কৰে৷"
"9667","a game played on a rectangular court by two players or two pairs of players equipped with light rackets used to volley a shuttlecock over a high net that divides the court in half.","মাজত জাল তৰি দুজন বা চাৰিজন খেলুৱৈয়ে ৰেকেটেৰে পাখিলগা ঢোপ লৈ খেলা এবিধ খেল৷"
"9668","a simple board game in which the players race their four tokens from start to finish according to dice rolls. snakes and ladders is also included on the other side of this board.","ৰঙীন ঘৰ ঘৰ নক্সা অঁকা আৰু সাপ-জখলাৰ ছবি থকা সৰু সৰু গুটিৰে খেলা এবিধ সহজ খেল৷"
"9669","A game in which two parties of players, armed with sticks curved or hooked at the end, attempt to drive any small object (as a ball or a bit of wood) toward opposite goals. ","এডাল এমুৰে বেকা মাৰিৰে বল ঠেলি, দুটা দলৰ মাজত খেলা এবিধ খেল৷"
"9670","The Nath community is an ancient one that is spread across India. People of this community have lived in Assam from ancient times.","নাথ-যোগী সকল সৰ্ব্বভাৰতীয় এটা প্ৰাচীন সম্প্ৰদায়। অসমত এই সম্প্ৰদায়ৰ লোক প্ৰাচীন কালৰ পৰা বাস কৰি আহিছে।"
"9671","Pistia is a genus of aquatic plant. It floats on the surface of the water and roots hanging submersed beneath floating leaves. The leaves are thick, soft and decorative shaped and has no stem. They are light green.","পুণী এবিধ পানীৰ ওপৰত ওপঙি থকা সৰু জলজ উদ্ভিদ৷ সেউজীয়া আৰু সৰু সৰু পাতৰে সঙ্গবদ্ধ, ই দেখবলৈ এপাহ ফুলৰ দৰে৷ পুণী দুবিধ, বৰ পুণী আৰু সৰু পুণী ৷ বৰ পুণীৰ একোছা চুলি শিপা থাকে৷ ই পানীৰ তললৈ ওলমি থাকে৷ দ্বিতীয় বিধ সৰু পুণী ই নিচে ক্ষুদ্ৰ৷ ইয়াৰ শিপা নাথাকে৷"
"9672","Lethocerus indicus is a giant water bug in the family Belostomatidae. It is an edible species. In the northeast region of Thailand & Northern Vieatnam, cuisines preparing different popular dishes in different manners from it. It is also a favorite dish amidst some tribal people of  Assam.","জেবাংকৰী এবিধ উৰহৰ দৰে ডাঙৰ প্ৰজাতিৰ জলজ পতঙ্গ ৷ থাইলেণ্ড, ভিয়েটনাম আদি দেশত ইয়াৰ দ্বাৰা বিভিন্ন সুস্বাদু খাদ্য প্ৰস্তুত কৰা হয়৷ অসমৰো কোনো কোনো জনজাতিৰ লোকে এই পতঙ্গ বিধ খাদ্য হিচাবে ব্যৱহাৰ কৰা দেখা যায়৷    "
"9673","An uncontrolled, non-structured fire that occurs in the jungle.","হাবিত লগা অনিয়ন্ত্ৰিত জুই৷"
"9674","A round shaped seed vessel of the water lily. Bearing tiny seeds like mustard seed inside it.","ভেঁটৰ গোল আকৃতিৰ ফল৷ ইয়াৰ ভিতৰত সৰিয়হৰ দানাৰ দৰে সৰু সৰু বীজ থাকে৷ ইয়াক মানুহে খায়৷"
"9675","Indian Musical Instrument Damaru is the most common hour-glass drum in India. There are two drumheads on each side of the resonator which are laced together with cord. Near the centre of the lacing are two loose knoted cords. The knots on each end strike both heads to produce a rattling sound. Damru is one of the attributes of several deities and gods (of Hindus), particularly of Shiva. ","মাজ চিঞা আৰু দুই মূৰ ঘুৰণীয়া আৰু ছালেৰে ছোৱা এবিধ ভাৰতীয় বাদ্য৷ তাক এহাতে লৈ জোকাৰিলে মাজতে জৰীৰে ওলমাই দিয়া এটা বা দুটা গুটিয়ে দুই মূৰে আঘাত কৰি শব্দ কৰে৷ হিন্দু ধৰ্মৰ দেৱতা শিৱৰ এবিধ প্ৰধান বাদ্য৷"
"9676","a clublike armor-breaking weapon of war, often with a flanged or spiked metal head, used chiefly in the Middle Ages.","মধ্যযুগত যুদ্ধত ব্যৱহাৰ কৰা এফালে ডাঙৰ লোহাৰৰ কাঁইট থকা এবিধ অস্ত্ৰ৷"
"9677","a crested Old World plover (Vanellus vanellus) noted for itsslow irregular flapping flight and shrill wailing cry; also : any ofseveral related plovers","জলাশয়ৰ ওচৰে পাজৰে থকা এবিধ চৰাই।"
"9678","a large house fly having shiny metallic coloring, often with blue, green, or black bodies. Antennae are 3-segmented, aristate.","সাধাৰণতে অতি লেতেৰা ঠাইত পৰি থকা এবিধ ডাঙৰ মাখি৷"
"9679","a small, wingless bloodsucking insects of the order Siphonaptera.","মানুহ বা জন্তুক কামোৰি তেজ খোৱা এবিধ অতি ক্ষুদ্ৰ উৰি ফুৰা পোক৷"
"9680","a small, win gless bloodsucking insects of the order Siphonaptera. a minute arachnid which has four pairs of legs when adult, related to the ticks. Many kinds live in the soil and a number are parasitic on plants or animals.","মানুহ বা অন্য জন্তুৰ ছালত কামোৰি তেজ খোৱা এবিধ অতি ক্ষুদ্ৰ পোক৷"
"9681","Swine influenza is an infection of a host animal by any one of several specific types of microscopic organisms called \""swine influenza virus\"". A swine influenza virus (SIV) is any strain of the influenza family of viruses that is usually hosted by (is endemic in) pigs.","গাহৰিৰ শৰীৰৰ পৰা অহা ভাইৰাচৰ বাবে হোৱা এবিধ জ্বৰ৷"
